"TID","RID","t_avghmvalE","r_avghmvalE","t_avghmvalM","r_avghmvalM","t_avghmvalCV","r_avghmvalCV"
"g37071032900",55,106663.2075471698,168146.43246187363,20793.44478853351,26495.049376315183,0.11850751781605108,0.09578801499920331
"g45057011002",25,121213.828125,120817.85159888233,20701.38320554087,17890.855189096605,0.10382006471732293,0.09001898036648738
"g37119006214",67,202349.54407294834,215223.0994779375,20673.262061181707,12771.055738183471,0.06210704658399563,0.036072149030900426
"g37119002905",33,957529.601722282,848206.8842427332,204211.7592772285,80318.17415813085,0.1296470489009743,0.057563359474131826
"g37025040500",66,143508.7792374239,183747.37978327126,19950.678773715572,9182.186732882843,0.08451101226916351,0.03037799200155787
"g45091060300",31,75322.29465449805,93196.27870150436,19796.2408141521,12892.236971977389,0.15976928212256294,0.08409376674667698
"g37119001509",30,94534.21342134214,128875.23277467412,19726.871833141264,10011.113242829506,0.12685374868466748,0.04722228620126358
"g45091061900",5,119780.02610966057,137662.12035731078,19384.68867775731,10213.531450121045,0.09838038659670985,0.045101976434511165
"g37119005404",21,110723.95161290323,126329.36664475127,19039.93239032145,14043.650732462434,0.1045340851405182,0.06757869467954192
"g37119006008",8,134184.14937759336,162024.65897166842,18962.842942327185,12084.014077370293,0.08590853802143684,0.04533819272220389
"g37071033400",5,77128.47222222222,137662.12035731078,18771.453455347946,10213.531450121045,0.14795078363679554,0.045101976434511165
"g45091060905",93,160586.16567036722,175477.1210230817,18563.03352360056,13298.338699058533,0.07027080329257757,0.046069233564234605
"g37071031301",61,114987.06896551725,154219.56724782067,18339.937330027748,28890.075886608833,0.09695784207099468,0.11387890963181535
"g45023020100",9,75396.28975265018,96727.27549467275,17719.521238506455,8152.270189236217,0.142868375474191,0.05123464218066089
"g37119005811",0,175516.43192488264,265925.935100322,17645.42666809353,21297.852335952863,0.06111509346480447,0.04868657392045475
"g37119002702",33,860352.380952381,848206.8842427332,176132.177452131,80318.17415813085,0.12445044015008412,0.057563359474131826
"g37119002600",14,363687.5,600332.8295042322,173485.76691342576,112462.55304103845,0.28998102021047417,0.1138806513354051
"g45023020200",9,70177.9336734694,96727.27549467275,17329.8426142717,8152.270189236217,0.15011639956653128,0.05123464218066089
"g37097061404",35,559487.6160990712,389924.5338799322,173083.16048085716,18053.556012007288,0.18806086803081618,0.028145974753427658
"g37097061406",35,964336.6370471633,389924.5338799322,172810.71928835145,18053.556012007288,0.10893717500099652,0.028145974753427658
"g37071030302",61,246684.83063328423,154219.56724782067,164093.27308623257,28890.075886608833,0.40437326178675337,0.11387890963181535
"g37119003500",73,728998.6666666666,525290.8194701171,159671.34257172944,0.0,0.1331479059956137,0.0
"g37119006006",8,102929.99377722465,162024.65897166842,15640.082909467832,12084.014077370293,0.09237005498770941,0.04533819272220389
"g37119005832",63,570883.7209302326,340390.66147859924,147755.32424621808,28846.352272362485,0.15733653371094997,0.051516620289143
"g37119002903",33,895558.6092715232,848206.8842427332,147538.0735083499,80318.17415813085,0.10014844093595938,0.057563359474131826
"g37119003012",84,589276.7626613704,346946.8023255814,143973.880018418,25393.323784532004,0.1485246340233018,0.04449290464752696
"g45023020601",5,198899.08854166666,137662.12035731078,140804.25335205265,10213.531450121045,0.43034531439589935,0.045101976434511165
"g37071030901",61,199777.82026768642,154219.56724782067,136514.851806953,28890.075886608833,0.41540022684767053,0.11387890963181535
"g37119000400",6,277072.0338983051,245008.2085080887,135836.6885616845,47884.256184936516,0.298028976091761,0.1188081432146318
"g37119005520",86,347088.67427568045,170101.72674293115,134240.21530297413,0.0,0.23511281166246134,0.0
"g37119001507",12,202213.23529411765,127030.53866203301,133508.93606800304,23798.002651426432,0.40136070885619995,0.11388498439112031
"g37071032800",55,185591.46706586826,168146.43246187363,133306.89871819544,26495.049376315183,0.43664522772136793,0.09578801499920331
"g37159051002",60,234448.73798076922,165985.81144152553,132761.72277907858,31181.574326111488,0.3442382123719808,0.11419870269249113
"g37119002500",2,375163.20474777446,287578.95870736084,125179.60044700454,38628.31840345732,0.20283711351568107,0.08165500192776301
"g37097060100",1,210852.09444021326,151148.18210559594,123483.60226892366,28071.575965669366,0.35601268185482404,0.11290104573770997
"g37025042402",52,206125.75757575757,208236.95740365112,122363.57945393845,34107.904289346145,0.36087268062996164,0.09957064576966118
"g37119000100",73,401309.71128608927,525290.8194701171,120945.86799350676,0.0,0.18320843463415923,0.0
"g37119005829",83,189072.50996015937,111683.24468085106,120168.99002558195,0.0,0.3863653038810574,0.0
"g37119005401",95,205031.65829145728,166351.48936170212,118713.83933611178,0.0,0.3519771935851029,0.0
"g45023021000",9,48970.391061452516,96727.27549467275,11580.46771122686,8152.270189236217,0.14375621366616473,0.05123464218066089
"g37119003201",80,274505.00894454384,242939.1771019678,114572.4166957633,45952.91121402942,0.25372537206929446,0.1149872193003084
"g37119005839",15,388220.2380952381,280568.74039938557,109720.44795887095,51420.06923479028,0.17180804583648998,0.11141084607692399
"g37159050400",94,91587.5,166947.09158415842,108721.45976694961,32877.534575563666,0.7216276545015019,0.1197166300854928
"g37119001605",88,191906.61478599222,194370.6598034628,108341.28053094029,31381.850796559913,0.34319276009598815,0.09814811024218771
"g37119005837",47,397181.76435760804,242718.93905191874,107435.9360124837,40503.59365110722,0.16443504022728203,0.10144344515013506
"g37119006203",29,442581.25,388539.1617933723,106129.20790982372,31838.577460487486,0.1457726368015884,0.04981417637621774
"g37097061401",35,607365.8516707417,389924.5338799322,105440.97457812999,18053.556012007288,0.10553417962185535,0.028145974753427658
"g37119006208",29,258798.42931937173,388539.1617933723,104198.82917136067,31838.577460487486,0.24475710096946332,0.04981417637621774
"g37119002200",71,554049.7872340425,443398.0459770115,101712.3657723279,68152.38111470749,0.1115986808734096,0.09343753156021753
"g37119005604",78,143282.60869565216,164697.1090670171,101443.42482497494,0.0,0.4303923275636389,0.0
"g37119001000",2,360144.5812807882,287578.95870736084,100961.45018165084,38628.31840345732,0.1704169518072309,0.08165500192776301
"g37119003700",70,0.0,156333.65300784656,"",0.0,"",0.0
"g37119005916",83,0.0,111683.24468085106,"",0.0,"",0.0
"g37119005519",86,0.0,170101.72674293115,"",0.0,"",0.0
"g37119003903",91,0.0,78305.92105263157,"",0.0,"",0.0
"g37119005609",78,0.0,164697.1090670171,"",0.0,"",0.0
"g37119003805",91,0.0,78305.92105263157,"",0.0,"",0.0
"g37119005523",86,0.0,170101.72674293115,"",0.0,"",0.0
"g37119000300",73,0.0,525290.8194701171,"",0.0,"",0.0
"g37119005000",95,0.0,166351.48936170212,"",0.0,"",0.0
"g37119005308",90,0.0,89333.89232127096,"",0.0,"",0.0
"g37179021009",77,0.0,0.0,"",0.0,"",""
"g37119003808",83,0.0,111683.24468085106,"",0.0,"",0.0
"g37119003109",96,0.0,0.0,"",0.0,"",""
